Description,Value,Date,ID
Capital emitido y pagado,1239178.038,2022-09-30,COLBUN
Ganancias (pérdidas) acumuladas,940573.914,2022-09-30,COLBUN
Prima de emisión,50806.77,2022-09-30,COLBUN
Acciones propias en cartera,0.0,2022-09-30,COLBUN
Otras participaciones en el patrimonio,0.0,2022-09-30,COLBUN
Otras reservas,492173.136,2022-09-30,COLBUN
Patrimonio atribuible a los propietarios de la controladora,2722731.858,2022-09-30,COLBUN
Participaciones no controladoras,123664.422,2022-09-30,COLBUN
Patrimonio total,2846396.28,2022-09-30,COLBUN
Total de patrimonio y pasivos,6188140.938,2022-09-30,COLBUN
Efectivo y equivalentes al efectivo,1413732.306,2022-09-30,COPEC
Otros activos financieros corrientes,297990.714,2022-09-30,COPEC
Otros activos no financieros corrientes,275024.064,2022-09-30,COPEC
Deudores comerciales y otras cuentas por cobrar corrientes,2343451.278,2022-09-30,COPEC
"Cuentas por cobrar a entidades relacionadas, corrientes",81390.33,2022-09-30,COPEC
Inventarios corrientes,2393878.41,2022-09-30,COPEC
Activos biológicos corrientes,349982.766,2022-09-30,COPEC
"Activos por impuestos corrientes, corrientes",269189.424,2022-09-30,COPEC
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,7424639.292,2022-09-30,COPEC
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,324302.622,2022-09-30,COPEC
Activos corrientes totales,7748941.914,2022-09-30,COPEC
Otros activos financieros no corrientes,280173.81,2022-09-30,COPEC
Otros activos no financieros no corrientes,160687.338,2022-09-30,COPEC
Cuentas por cobrar no corrientes,33872.79,2022-09-30,COPEC
"Cuentas por cobrar a entidades relacionadas, no corrientes",13804.14,2022-09-30,COPEC
"Inventarios, no corrientes",0.0,2022-09-30,COPEC
Inversiones contabilizadas utilizando el método de la participación,1265459.034,2022-09-30,COPEC
Activos intangibles distintos de la plusvalía,549524.556,2022-09-30,COPEC
Plusvalía,397982.34,2022-09-30,COPEC
"Propiedades, planta y equipo",11937788.394,2022-09-30,COPEC
Activos biológicos no corrientes,2898841.386,2022-09-30,COPEC
Propiedad de inversión,20353.62,2022-09-30,COPEC
Activos por derecho de uso,735387.786,2022-09-30,COPEC
"Activos por impuestos corrientes, no corrientes",0.0,2022-09-30,COPEC
Activos por impuestos diferidos,100703.568,2022-09-30,COPEC
Total de activos no corrientes,18394578.762,2022-09-30,COPEC
Total de activos,26143520.676,2022-09-30,COPEC
Otros pasivos financieros corrientes,1286036.766,2022-09-30,COPEC
Pasivos por arrendamientos corrientes,110201.28,2022-09-30,COPEC
Cuentas por pagar comerciales y otras cuentas por pagar,1865896.62,2022-09-30,COPEC
"Cuentas por pagar a entidades relacionadas, corrientes",4215.624,2022-09-30,COPEC
Otras provisiones a corto plazo,31667.412,2022-09-30,COPEC
"Pasivos por impuestos corrientes, corrientes",81713.94,2022-09-30,COPEC
Provisiones corrientes por beneficios a los empleados,10040.604,2022-09-30,COPEC
Otros pasivos no financieros corrientes,642315.618,2022-09-30,COPEC
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,4032087.864,2022-09-30,COPEC
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,146219.556,2022-09-30,COPEC
Pasivos corrientes totales,4178307.42,2022-09-30,COPEC
Otros pasivos financieros no corrientes,6958851.48,2022-09-30,COPEC
Pasivos por arrendamientos no corrientes,618024.582,2022-09-30,COPEC
Cuentas por pagar no corrientes,4810.68,2022-09-30,COPEC
"Cuentas por pagar a entidades relacionadas, no corrientes",21944.622,2022-09-30,COPEC
Otras provisiones a largo plazo,53184.096,2022-09-30,COPEC
Pasivo por impuestos diferidos,2122973.37,2022-09-30,COPEC
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-09-30,COPEC
Provisiones no corrientes por beneficios a los empleados,114927.918,2022-09-30,COPEC
Otros pasivos no financieros no corrientes,95888.058,2022-09-30,COPEC
Total de pasivos no corrientes,9990604.806,2022-09-30,COPEC
Total de pasivos,14168912.226,2022-09-30,COPEC
Capital emitido y pagado,662786.124,2022-09-30,COPEC
Ganancias (pérdidas) acumuladas,12627923.91,2022-09-30,COPEC
Prima de emisión,0.0,2022-09-30,COPEC
Acciones propias en cartera,0.0,2022-09-30,COPEC
Otras participaciones en el patrimonio,0.0,2022-09-30,COPEC
Otras reservas,-1749968.892,2022-09-30,COPEC
Patrimonio atribuible a los propietarios de la controladora,11540741.142,2022-09-30,COPEC
Participaciones no controladoras,433867.308,2022-09-30,COPEC
Patrimonio total,11974608.45,2022-09-30,COPEC
Total de patrimonio y pasivos,26143520.676,2022-09-30,COPEC
Efectivo y equivalentes al efectivo,129765.678,2022-09-30,NUTRAVALOR
Otros activos financieros corrientes,35098.644,2022-09-30,NUTRAVALOR
Otros activos no financieros corrientes,4708.284,2022-09-30,NUTRAVALOR
Deudores comerciales y otras cuentas por cobrar corrientes,134715.462,2022-09-30,NUTRAVALOR
"Cuentas por cobrar a entidades relacionadas, corrientes",6117.678,2022-09-30,NUTRAVALOR
Inventarios corrientes,146685.168,2022-09-30,NUTRAVALOR
Activos biológicos corrientes,0.0,2022-09-30,NUTRAVALOR
"Activos por impuestos corrientes, corrientes",7033.446,2022-09-30,NUTRAVALOR
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,464124.36,2022-09-30,NUTRAVALOR
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,0.0,2022-09-30,NUTRAVALOR
Activos corrientes totales,464124.36,2022-09-30,NUTRAVALOR
Otros activos financieros no corrientes,22561.896,2022-09-30,NUTRAVALOR
Otros activos no financieros no corrientes,5.796,2022-09-30,NUTRAVALOR
Cuentas por cobrar no corrientes,206.724,2022-09-30,NUTRAVALOR
"Cuentas por cobrar a entidades relacionadas, no corrientes",7666.176,2022-09-30,NUTRAVALOR
"Inventarios, no corrientes",0.0,2022-09-30,NUTRAVALOR
Inversiones contabilizadas utilizando el método de la participación,133507.962,2022-09-30,NUTRAVALOR
Activos intangibles distintos de la plusvalía,1642.2,2022-09-30,NUTRAVALOR
Plusvalía,0.0,2022-09-30,NUTRAVALOR
"Propiedades, planta y equipo",204214.332,2022-09-30,NUTRAVALOR
Activos biológicos no corrientes,0.0,2022-09-30,NUTRAVALOR
Propiedad de inversión,0.0,2022-09-30,NUTRAVALOR
Activos por derecho de uso,306.222,2022-09-30,NUTRAVALOR
"Activos por impuestos corrientes, no corrientes",0.0,2022-09-30,NUTRAVALOR
Activos por impuestos diferidos,14090.076,2022-09-30,NUTRAVALOR
Total de activos no corrientes,384201.384,2022-09-30,NUTRAVALOR
Total de activos,848325.744,2022-09-30,NUTRAVALOR
Otros pasivos financieros corrientes,262437.084,2022-09-30,NUTRAVALOR
Pasivos por arrendamientos corrientes,59.892,2022-09-30,NUTRAVALOR
Cuentas por pagar comerciales y otras cuentas por pagar,58519.314,2022-09-30,NUTRAVALOR
"Cuentas por pagar a entidades relacionadas, corrientes",76.314,2022-09-30,NUTRAVALOR
Otras provisiones a corto plazo,0.0,2022-09-30,NUTRAVALOR
"Pasivos por impuestos corrientes, corrientes",1954.218,2022-09-30,NUTRAVALOR
Provisiones corrientes por beneficios a los empleados,4181.814,2022-09-30,NUTRAVALOR
Otros pasivos no financieros corrientes,0.0,2022-09-30,NUTRAVALOR
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,327228.636,2022-09-30,NUTRAVALOR
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2022-09-30,NUTRAVALOR
Pasivos corrientes totales,327228.636,2022-09-30,NUTRAVALOR
Otros pasivos financieros no corrientes,93219.0,2022-09-30,NUTRAVALOR
Pasivos por arrendamientos no corrientes,246.33,2022-09-30,NUTRAVALOR
Cuentas por pagar no corrientes,1.932,2022-09-30,NUTRAVALOR
"Cuentas por pagar a entidades relacionadas, no corrientes",483.0,2022-09-30,NUTRAVALOR
Otras provisiones a largo plazo,0.0,2022-09-30,NUTRAVALOR
Pasivo por impuestos diferidos,2874.816,2022-09-30,NUTRAVALOR
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-09-30,NUTRAVALOR
Provisiones no corrientes por beneficios a los empleados,15941.898,2022-09-30,NUTRAVALOR
Otros pasivos no financieros no corrientes,0.0,2022-09-30,NUTRAVALOR
Total de pasivos no corrientes,112766.976,2022-09-30,NUTRAVALOR
Total de pasivos,439995.612,2022-09-30,NUTRAVALOR
Capital emitido y pagado,99995.49,2022-09-30,NUTRAVALOR
Ganancias (pérdidas) acumuladas,157749.732,2022-09-30,NUTRAVALOR
Prima de emisión,0.0,2022-09-30,NUTRAVALOR
Acciones propias en cartera,0.0,2022-09-30,NUTRAVALOR
Otras participaciones en el patrimonio,0.0,2022-09-30,NUTRAVALOR
Otras reservas,-18445.77,2022-09-30,NUTRAVALOR
Patrimonio atribuible a los propietarios de la controladora,239299.452,2022-09-30,NUTRAVALOR
Participaciones no controladoras,169030.68,2022-09-30,NUTRAVALOR
Patrimonio total,408330.132,2022-09-30,NUTRAVALOR
Total de patrimonio y pasivos,848325.744,2022-09-30,NUTRAVALOR
Efectivo y equivalentes al efectivo,248915.982,2022-09-30,INVERCAP
Otros activos financieros corrientes,67667.334,2022-09-30,INVERCAP
Otros activos no financieros corrientes,28965.51,2022-09-30,INVERCAP
Deudores comerciales y otras cuentas por cobrar corrientes,237158.796,2022-09-30,INVERCAP
"Cuentas por cobrar a entidades relacionadas, corrientes",28842.828,2022-09-30,INVERCAP
Inventarios corrientes,766598.28,2022-09-30,INVERCAP
Activos biológicos corrientes,0.0,2022-09-30,INVERCAP
"Activos por impuestos corrientes, corrientes",112621.11,2022-09-30,INVERCAP
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,1490769.84,2022-09-30,INVERCAP
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,1934.898,2022-09-30,INVERCAP
Activos corrientes totales,1492704.738,2022-09-30,INVERCAP
Otros activos financieros no corrientes,12788.874,2022-09-30,INVERCAP
Otros activos no financieros no corrientes,17948.28,2022-09-30,INVERCAP
Cuentas por cobrar no corrientes,20868.498,2022-09-30,INVERCAP
"Cuentas por cobrar a entidades relacionadas, no corrientes",2356.074,2022-09-30,INVERCAP
"Inventarios, no corrientes",0.0,2022-09-30,INVERCAP
Inversiones contabilizadas utilizando el método de la participación,1082.886,2022-09-30,INVERCAP
Activos intangibles distintos de la plusvalía,1473605.952,2022-09-30,INVERCAP
Plusvalía,1812.216,2022-09-30,INVERCAP
"Propiedades, planta y equipo",3789718.464,2022-09-30,INVERCAP
Activos biológicos no corrientes,0.0,2022-09-30,INVERCAP
Propiedad de inversión,53901.834,2022-09-30,INVERCAP
Activos por derecho de uso,108809.274,2022-09-30,INVERCAP
"Activos por impuestos corrientes, no corrientes",7895.118,2022-09-30,INVERCAP
Activos por impuestos diferidos,23967.426,2022-09-30,INVERCAP
Total de activos no corrientes,5514754.896,2022-09-30,INVERCAP
Total de activos,7007459.634,2022-09-30,INVERCAP
Otros pasivos financieros corrientes,320738.082,2022-09-30,INVERCAP
Pasivos por arrendamientos corrientes,14816.508,2022-09-30,INVERCAP
Cuentas por pagar comerciales y otras cuentas por pagar,608543.292,2022-09-30,INVERCAP
"Cuentas por pagar a entidades relacionadas, corrientes",185947.272,2022-09-30,INVERCAP
Otras provisiones a corto plazo,19684.182,2022-09-30,INVERCAP
"Pasivos por impuestos corrientes, corrientes",13319.208,2022-09-30,INVERCAP
Provisiones corrientes por beneficios a los empleados,26650.008,2022-09-30,INVERCAP
Otros pasivos no financieros corrientes,19066.908,2022-09-30,INVERCAP
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,1208765.46,2022-09-30,INVERCAP
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,7295.232,2022-09-30,INVERCAP
Pasivos corrientes totales,1216060.692,2022-09-30,INVERCAP
Otros pasivos financieros no corrientes,605215.422,2022-09-30,INVERCAP
Pasivos por arrendamientos no corrientes,54142.368,2022-09-30,INVERCAP
Cuentas por pagar no corrientes,0.0,2022-09-30,INVERCAP
"Cuentas por pagar a entidades relacionadas, no corrientes",11238.444,2022-09-30,INVERCAP
Otras provisiones a largo plazo,242984.742,2022-09-30,INVERCAP
Pasivo por impuestos diferidos,646343.838,2022-09-30,INVERCAP
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-09-30,INVERCAP
Provisiones no corrientes por beneficios a los empleados,63091.392,2022-09-30,INVERCAP
Otros pasivos no financieros no corrientes,2699.97,2022-09-30,INVERCAP
Total de pasivos no corrientes,1625716.176,2022-09-30,INVERCAP
Total de pasivos,2841776.868,2022-09-30,INVERCAP
Capital emitido y pagado,110232.192,2022-09-30,INVERCAP
Ganancias (pérdidas) acumuladas,1054020.954,2022-09-30,INVERCAP
Prima de emisión,0.0,2022-09-30,INVERCAP
Acciones propias en cartera,0.0,2022-09-30,INVERCAP
Otras participaciones en el patrimonio,0.0,2022-09-30,INVERCAP
Otras reservas,-24875.466,2022-09-30,INVERCAP
Patrimonio atribuible a los propietarios de la controladora,1139377.68,2022-09-30,INVERCAP
Participaciones no controladoras,3026305.086,2022-09-30,INVERCAP
Patrimonio total,4165682.766,2022-09-30,INVERCAP
Total de patrimonio y pasivos,7007459.634,2022-09-30,INVERCAP
Efectivo y equivalentes al efectivo,1449015.456,2022-09-30,ANTARCHILE
Otros activos financieros corrientes,297990.714,2022-09-30,ANTARCHILE
Otros activos no financieros corrientes,275024.064,2022-09-30,ANTARCHILE
Deudores comerciales y otras cuentas por cobrar corrientes,2343452.244,2022-09-30,ANTARCHILE
"Cuentas por cobrar a entidades relacionadas, corrientes",84408.114,2022-09-30,ANTARCHILE
Inventarios corrientes,2393878.41,2022-09-30,ANTARCHILE
Activos biológicos corrientes,349982.766,2022-09-30,ANTARCHILE
"Activos por impuestos corrientes, corrientes",273038.934,2022-09-30,ANTARCHILE
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,7466790.702,2022-09-30,ANTARCHILE
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,324302.622,2022-09-30,ANTARCHILE
Activos corrientes totales,7791093.324,2022-09-30,ANTARCHILE
Otros activos financieros no corrientes,423873.072,2022-09-30,ANTARCHILE
Otros activos no financieros no corrientes,160687.338,2022-09-30,ANTARCHILE
Cuentas por cobrar no corrientes,33872.79,2022-09-30,ANTARCHILE
"Cuentas por cobrar a entidades relacionadas, no corrientes",13804.14,2022-09-30,ANTARCHILE
"Inventarios, no corrientes",0.0,2022-09-30,ANTARCHILE
Inversiones contabilizadas utilizando el método de la participación,1312450.104,2022-09-30,ANTARCHILE
Activos intangibles distintos de la plusvalía,549524.556,2022-09-30,ANTARCHILE
Plusvalía,397982.34,2022-09-30,ANTARCHILE
"Propiedades, planta y equipo",11937814.476,2022-09-30,ANTARCHILE
Activos biológicos no corrientes,2898841.386,2022-09-30,ANTARCHILE
Propiedad de inversión,20353.62,2022-09-30,ANTARCHILE
Activos por derecho de uso,735387.786,2022-09-30,ANTARCHILE
"Activos por impuestos corrientes, no corrientes",0.0,2022-09-30,ANTARCHILE
Activos por impuestos diferidos,100964.388,2022-09-30,ANTARCHILE
Total de activos no corrientes,18585555.996,2022-09-30,ANTARCHILE
Total de activos,26376649.32,2022-09-30,ANTARCHILE
Otros pasivos financieros corrientes,1321914.972,2022-09-30,ANTARCHILE
Pasivos por arrendamientos corrientes,110201.28,2022-09-30,ANTARCHILE
Cuentas por pagar comerciales y otras cuentas por pagar,1866826.878,2022-09-30,ANTARCHILE
"Cuentas por pagar a entidades relacionadas, corrientes",4155.732,2022-09-30,ANTARCHILE
Otras provisiones a corto plazo,31667.412,2022-09-30,ANTARCHILE
"Pasivos por impuestos corrientes, corrientes",81724.566,2022-09-30,ANTARCHILE
Provisiones corrientes por beneficios a los empleados,10040.604,2022-09-30,ANTARCHILE
Otros pasivos no financieros corrientes,650877.276,2022-09-30,ANTARCHILE
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,4077408.72,2022-09-30,ANTARCHILE
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,146219.556,2022-09-30,ANTARCHILE
Pasivos corrientes totales,4223628.276,2022-09-30,ANTARCHILE
Otros pasivos financieros no corrientes,7067986.296,2022-09-30,ANTARCHILE
